1,1,52
2,4,6
3,2,5
4,7,41
5,8,42
6,9,10
7,11,43
8,12,44
9,13,45
10,14,46
11,15,47
12,17,48
13,39,60
14,18,20
15,19,49
16,21,22
17,16,23
18,24,50
19,25,26
20,27,28
21,29,51
22,30,40
23,3,31
24,32,53
25,33,54
26,34,55
27,35,36
28,56,57
29,37,59
30,38,58
